#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2012.5.1,暴走漫画,文化娱乐,A轮,陕西,数百万人民币,盛大集团,https://www.itjuzi.com/investevents/1205
2012.5.1,美乐乐家具网,电子商务,B轮,天津,4000万美元,祥峰投资Vertex 光速安振 险峰长青(险峰华兴) KTB投资集团,https://www.itjuzi.com/investevents/1561
2012.5.1,锐德无限Red Infinity,游戏,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/3719
2012.5.1,福建云游网络,游戏,天使轮,福建,数百万人民币,元素资本,https://www.itjuzi.com/investevents/3884
2012.5.1,魔友网,电子商务,B轮,北京,数百万美元,住友商事亚洲资本,https://www.itjuzi.com/investevents/4761
2012.5.1,够快科技,企业服务,天使轮,上海,500万人民币,戈壁投资,https://www.itjuzi.com/investevents/35
2012.5.1,浙江兴合电子商务,电子商务,A轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/119
2012.5.1,云成互动,文化娱乐,A轮,北京,200万美元,IDG资本,https://www.itjuzi.com/investevents/234
2012.5.1,巨鹿移动,广告营销,天使轮,上海,数十万美元,500 Startups PreAngel,https://www.itjuzi.com/investevents/269
2012.5.1,涂吧网,文化娱乐,种子轮,上海,30万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/404
2012.5.1,蝉游记,旅游,天使轮,上海,数百万人民币,经纬中国,https://www.itjuzi.com/investevents/494
2012.5.1,友拓,社交网络,天使轮,北京,数百万人民币,IDG资本,https://www.itjuzi.com/investevents/495
2012.5.1,杏树林,医疗健康,天使轮,北京,数十万美元,蓝驰创投,https://www.itjuzi.com/investevents/521
2012.5.1,声声,文化娱乐,天使轮,北京,数百万人民币,真格基金 PreAngel,https://www.itjuzi.com/investevents/557
2012.5.1,旅行淘,电子商务,天使轮,北京,数十万人民币,PreAngel 老鹰基金EaglesFund,https://www.itjuzi.com/investevents/613
2012.5.1,Ztelic智拓通达,企业服务,天使轮,北京,200万美元,IDG资本,https://www.itjuzi.com/investevents/679
2012.5.1,OlivePhone橄榄无线,企业服务,A轮,湖北,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/723
2012.5.1,熊猫走天涯旅行网,旅游,A轮,广东,100万美元,投资方未透露,https://www.itjuzi.com/investevents/752
2012.5.1,街库网,广告营销,A轮,广东,1亿人民币,投资方未透露,https://www.itjuzi.com/investevents/833
2012.5.1,人瑞集团,企业服务,A轮,四川,数千万人民币,君联资本,https://www.itjuzi.com/investevents/895
2012.5.1,比邻,社交网络,天使轮,北京,数百万美元,投资方未透露,https://www.itjuzi.com/investevents/1380
2012.5.1,阿狸(梦之城文化),文化娱乐,A轮,北京,1000万人民币,纪源资本GGV,https://www.itjuzi.com/investevents/1478
2012.5.1,Infomorrow英莫信息,广告营销,天使轮,上海,数十万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1493
2012.5.1,我有啦,社交网络,天使轮,北京,数百万人民币,斯凯网络投资,https://www.itjuzi.com/investevents/1557
2012.5.1,上海米度测控,工具软件,A轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1613
2012.5.1,来来网,旅游,A轮,北京,数百万美元,投资方未透露,https://www.itjuzi.com/investevents/1689
2012.5.1,同程旅游,旅游,B轮,江苏,数千万人民币,腾讯,https://www.itjuzi.com/investevents/1962
2012.5.1,途家网,旅游,A轮,北京,数千万人民币,光速安振 鼎晖投资 携程 HomeAway,https://www.itjuzi.com/investevents/1981
2012.5.1,苏州赛富科技,电子商务,C轮,江苏,5000万人民币,投资方未透露,https://www.itjuzi.com/investevents/2093
2012.5.1,e消费,电子商务,A轮,江苏,数千万人民币,天图资本,https://www.itjuzi.com/investevents/2213
2012.5.1,淘才帮,企业服务,A轮,北京,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/2263
2012.5.1,骏梦游戏,游戏,B轮,上海,数千万人民币,中国文化产业投资基金 北极光创投,https://www.itjuzi.com/investevents/2379
2012.5.1,美美零食,电子商务,天使轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/2437
2012.5.1,Taplink games涵凌网络,游戏,天使轮,上海,数百万人民币,PreAngel,https://www.itjuzi.com/investevents/2521
2012.5.1,鑫万福喜钻网,电子商务,A轮,广东,6500万人民币,深圳红十三投资,https://www.itjuzi.com/investevents/2563
2012.5.1,由推网,文化娱乐,A轮,北京,数百万美元,三井物产环球投资,https://www.itjuzi.com/investevents/2950
2012.5.1,新派公寓CYPA,房产服务,A轮,北京,数千万美元,赛富基金,https://www.itjuzi.com/investevents/3568
2012.4.30,梦想人科技,企业服务,A轮,江苏,1000万人民币,元禾控股,https://www.itjuzi.com/investevents/14668
2012.4.30,海克医疗,医疗健康,不明确,江苏,数百万人民币,协立投资,https://www.itjuzi.com/investevents/18094
2012.4.28,力高技术,汽车交通,不明确,安徽,数千万人民币,赛富基金 松禾资本,https://www.itjuzi.com/investevents/12093
2012.4.24,有爱互动,游戏,天使轮,北京,数百万人民币,云九 架桥投资,https://www.itjuzi.com/investevents/11984
2012.4.24,又一城,电子商务,A轮,福建,数千万人民币,阿里巴巴,https://www.itjuzi.com/investevents/14525
2012.4.23,4399游戏网,游戏,A轮,福建,数千万人民币,光信资本,https://www.itjuzi.com/investevents/7422
2012.4.18,铁皮人科技TinmanArts,教育,天使轮,四川,数百万人民币,联想之星 清科创投 联想创投集团(乐基金),https://www.itjuzi.com/investevents/588
2012.4.17,快手,文化娱乐,A轮,北京,数百万美元,晨兴资本,https://www.itjuzi.com/investevents/7629
2012.4.16,移康智能,硬件,天使轮,上海,数百万人民币,原子创投,https://www.itjuzi.com/investevents/7575
2012.4.14,丽人丽妆lili&beauty,电子商务,A轮,上海,1000万美元,麦顿投资,https://www.itjuzi.com/investevents/7973
2012.4.11,考拉迷你仓,物流,天使轮,北京,数百万人民币,九合创投,https://www.itjuzi.com/investevents/285
2012.4.10,长征教育,教育,A轮,山东,1亿人民币,海通开元,https://www.itjuzi.com/investevents/8158
2012.4.6,启明医疗,医疗健康,A轮,浙江,数百万美元,启明创投,https://www.itjuzi.com/investevents/15827
2012.4.1,世纪长龙,文化娱乐,A轮,福建,7500万人民币,投资方未透露,https://www.itjuzi.com/investevents/7188
2012.4.1,哪上班,企业服务,种子轮,北京,数百万人民币,真格基金 盈动投资(盈开投资),https://www.itjuzi.com/investevents/981
2012.4.1,聚橙网,文化娱乐,B轮,广东,数千万人民币,华映资本,https://www.itjuzi.com/investevents/1066
2012.4.1,摇摇招车,汽车交通,A轮,北京,350万美元,红杉资本中国 真格基金,https://www.itjuzi.com/investevents/394
2012.4.1,丁丁网,本地生活,C轮,上海,4000万美元,风和投资 华威国际集团CID,https://www.itjuzi.com/investevents/431
2012.4.1,食神摇摇,本地生活,B轮,北京,1000万美元,晨兴资本,https://www.itjuzi.com/investevents/629
2012.4.1,快书包网,电子商务,A轮,北京,900万人民币,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/1268
2012.4.1,LeanCloud,企业服务,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/2317
2012.4.1,口袋购物,电子商务,A轮,北京,1200万美元,经纬中国 成为资本,https://www.itjuzi.com/investevents/36
2012.4.1,微窝WeiWo,企业服务,天使轮,广东,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/103
2012.4.1,信恩科技MobEdu,教育,天使轮,北京,数十万人民币,K2基金,https://www.itjuzi.com/investevents/210
2012.4.1,上海西示网络,旅游,A轮,上海,数百万人民币,盛大集团,https://www.itjuzi.com/investevents/272
2012.4.1,高学网,教育,A轮,上海,数千万人民币,人人公司,https://www.itjuzi.com/investevents/395
2012.4.1,乐蜂网,电子商务,B轮,北京,4000万美元,宽带资本CBC 红杉资本中国,https://www.itjuzi.com/investevents/454
2012.4.1,贝壳网,电子商务,天使轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/486
2012.4.1,品味汇TasteV,电子商务,天使轮,北京,数百万人民币,创新工场 光速安振,https://www.itjuzi.com/investevents/568
2012.4.1,Camera360,工具软件,A轮,四川,数千万人民币,戈壁投资 经纬中国,https://www.itjuzi.com/investevents/584
2012.4.1,品果科技,工具软件,A轮,四川,数百万美元,经纬中国 戈壁投资,https://www.itjuzi.com/investevents/585
2012.4.1,TutorGroup麦奇教育,教育,A轮,台湾,1500万美元,启明创投 CA创投,https://www.itjuzi.com/investevents/600
2012.4.1,第9课堂-第九课堂,教育,天使轮,北京,100万美元,真格基金 青松基金,https://www.itjuzi.com/investevents/624
2012.4.1,优曼家纺Umanto,电子商务,天使轮,北京,数百万人民币,真格基金 青松基金 中泽嘉盟,https://www.itjuzi.com/investevents/742
2012.4.1,美味书签,工具软件,天使轮,北京,数百万人民币,创新工场,https://www.itjuzi.com/investevents/779
2012.4.1,宝宝拍拍(诺文科技),文化娱乐,天使轮,浙江,数十万人民币,上海致景投资,https://www.itjuzi.com/investevents/864
2012.4.1,葡萄生活-葡萄信息,本地生活,天使轮,广东,数百万人民币,云九,https://www.itjuzi.com/investevents/875
2012.4.1,一下视频-秒拍,文化娱乐,A轮,北京,数百万美元,红点投资Redpoint Ventures 晨兴资本,https://www.itjuzi.com/investevents/1057
2012.4.1,麦苗网络,电子商务,天使轮,浙江,未透露,阿米巴资本,https://www.itjuzi.com/investevents/1060
2012.4.1,飞立新媒体,广告营销,A轮,江苏,数百万人民币,汉理资本,https://www.itjuzi.com/investevents/1171
2012.4.1,万表网,电子商务,天使轮,广东,数百万人民币,薛蛮子,https://www.itjuzi.com/investevents/1182
2012.4.1,Nexjoy游戏优化大师,工具软件,天使轮,上海,数百万人民币,盛大集团,https://www.itjuzi.com/investevents/1222
2012.4.1,LECAKE诺心蛋糕,本地生活,A轮,上海,数千万美元,金沙江创投,https://www.itjuzi.com/investevents/1438
2012.4.1,上海贯城信息科技CitySense,企业服务,天使轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1616
2012.4.1,快拍物联835101,电子商务,A轮,北京,2000万人民币,达晨创投,https://www.itjuzi.com/investevents/1651
2012.4.1,一嗨租车,汽车交通,D轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/2054
2012.4.1,美卓软件设计RIGO Design,企业服务,天使轮,北京,数百万人民币,雷军-顺为创业,https://www.itjuzi.com/investevents/2145
2012.4.1,VIPABC,教育,A轮,北京,1500万美元,启明创投 CA创投,https://www.itjuzi.com/investevents/2418
2012.4.1,东方风行传媒,文化娱乐,B轮,北京,4000万美元,宽带资本CBC 红杉资本中国,https://www.itjuzi.com/investevents/2574
2012.4.1,517旅行,旅游,天使轮,北京,数百万人民币,英诺天使基金,https://www.itjuzi.com/investevents/2854
2012.4.1,微讯移通Freeg,游戏,B轮,广东,数千万人民币,达晨创投,https://www.itjuzi.com/investevents/2917
2012.4.1,ASLAN阿斯兰,旅游,A轮,上海,2000万人民币,投资方未透露,https://www.itjuzi.com/investevents/3131
2012.3.31,锤子科技-锤子手机,硬件,天使轮,北京,900万人民币,天使投资人吴泳铭,https://www.itjuzi.com/investevents/811
2012.3.31,导航犬,汽车交通,C轮,北京,数千万人民币,红杉资本中国,https://www.itjuzi.com/investevents/1861
2012.3.31,堆糖网,社交网络,A轮,上海,数百万美元,投资方未透露,https://www.itjuzi.com/investevents/7016
2012.3.31,泰久信息,电子商务,A轮,广东,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/8834
2012.3.30,车王二手车,汽车交通,B轮,上海,1500万美元,易车网 君联资本 SIG海纳亚洲,https://www.itjuzi.com/investevents/6401
2012.3.30,酷狗音乐,文化娱乐,A轮,广东,数千万人民币,深创投,https://www.itjuzi.com/investevents/8987
2012.3.29,乐刷,金融,A轮,广东,数千万人民币,腾讯,https://www.itjuzi.com/investevents/1305
2012.3.27,上海同立传播,广告营销,A轮,上海,5000万人民币,好望角投资,https://www.itjuzi.com/investevents/7039
2012.3.27,风行网-风行在线,文化娱乐,战略投资,北京,3000万美元,百视通,https://www.itjuzi.com/investevents/10442
2012.3.24,Yile易乐网(义乐信息),游戏,A轮,上海,数千万人民币,腾讯,https://www.itjuzi.com/investevents/14492
2012.3.21,易事达,硬件,B轮,广东,2500万人民币,昆吾九鼎投资,https://www.itjuzi.com/investevents/7169
2012.3.20,上海钜派投资,金融,A轮,上海,数千万人民币,清科创投 易居资本,https://www.itjuzi.com/investevents/3307
2012.3.19,向日葵保险网,金融,天使轮,广东,数百万人民币,云九,https://www.itjuzi.com/investevents/7776
2012.3.18,管易软件(管易云),电子商务,A轮,上海,1000万美元,麦星投资,https://www.itjuzi.com/investevents/1148
2012.3.16,爬爬步步手工糖果,电子商务,天使轮,北京,数百万人民币,亚杰天使投资,https://www.itjuzi.com/investevents/7893
2012.3.13,卓属信息科技DroidHenGame,游戏,A轮,上海,数百万美元,红杉资本中国,https://www.itjuzi.com/investevents/7315
2012.3.12,遨乐网,旅游,A轮,上海,数百万人民币,九盈投资,https://www.itjuzi.com/investevents/6536
2012.3.12,艾格拉斯科技EGLS,游戏,A轮,北京,数百万美元,经纬中国,https://www.itjuzi.com/investevents/354
2012.3.2,趣活美食送,本地生活,天使轮,北京,数百万人民币,长石资本 起点创业营 PreAngel,https://www.itjuzi.com/investevents/741
2012.3.1,三只松鼠,电子商务,A轮,安徽,150万美元,IDG资本,https://www.itjuzi.com/investevents/325
2012.3.1,豆果网(豆果美食),本地生活,B轮,北京,800万美元,纪源资本GGV,https://www.itjuzi.com/investevents/533
2012.3.1,乐逗游戏iDreamSky创梦天地,游戏,B轮,广东,1000万美元,君联资本 红点投资Redpoint Ventures,https://www.itjuzi.com/investevents/698
2012.3.1,Makeblock,硬件,种子轮,广东,数十万美元,HAXLR8R,https://www.itjuzi.com/investevents/299
2012.3.1,北京世纪明德教育,教育,种子轮,北京,1500万人民币,好未来(学而思),https://www.itjuzi.com/investevents/400
2012.3.1,当乐网,游戏,B轮,北京,2000万美元,赛富基金 启明创投,https://www.itjuzi.com/investevents/653
2012.3.1,活动行,企业服务,天使轮,北京,数百万美元,DCM中国 高通Qualcomm Ventures,https://www.itjuzi.com/investevents/764
2012.3.1,淘房网,房产服务,A轮,北京,1000万美元,投资方未透露,https://www.itjuzi.com/investevents/1796
2012.3.1,融360,金融,A轮,北京,700万美元,光速安振 KPCB凯鹏华盈中国 清科创投,https://www.itjuzi.com/investevents/11
2012.3.1,锋广告,广告营销,A轮,上海,1000万人民币,华映资本,https://www.itjuzi.com/investevents/121
2012.3.1,康圣环球,医疗健康,C轮,湖北,2000万美元,KPCB凯鹏华盈中国 美国中经合集团,https://www.itjuzi.com/investevents/126
2012.3.1,周五旅游网,旅游,天使轮,上海,数百万人民币,盛大集团,https://www.itjuzi.com/investevents/271
2012.3.1,快牙,工具软件,天使轮,北京,数百万人民币,源渡创投,https://www.itjuzi.com/investevents/318
2012.3.1,易科YeeCco,企业服务,A轮,上海,数百万人民币,松禾资本,https://www.itjuzi.com/investevents/561
2012.3.1,游学网,教育,天使轮,浙江,200万人民币,投资方未透露,https://www.itjuzi.com/investevents/701
2012.3.1,活动通,企业服务,A轮,台湾,数百万美元,DCM中国 高通Qualcomm Ventures,https://www.itjuzi.com/investevents/765
2012.3.1,酒店哥哥,房产服务,天使轮,北京,100万人民币,投资方未透露,https://www.itjuzi.com/investevents/816
2012.3.1,烙饼客,本地生活,天使轮,北京,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/924
2012.3.1,我开始网,医疗健康,天使轮,北京,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/925
2012.3.1,九合游戏,游戏,B轮,北京,未透露,深创投 同威创投,https://www.itjuzi.com/investevents/935
2012.3.1,e代驾,汽车交通,天使轮,北京,数百万人民币,经纬中国,https://www.itjuzi.com/investevents/1234
2012.3.1,TIME100,电子商务,A轮,北京,3000万人民币,投资方未透露,https://www.itjuzi.com/investevents/1239
2012.3.1,杭州开迅科技,文化娱乐,A轮,浙江,数百万美元,高原资本,https://www.itjuzi.com/investevents/1259
2012.3.1,嘀嘀呜,汽车交通,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/1317
2012.3.1,Miyoo蜜柚,游戏,天使轮,北京,数十万美元,Cherubic Ventures心元资本,https://www.itjuzi.com/investevents/1347
2012.3.1,拍鞋网,电子商务,A轮,福建,数千万美元,SIG海纳亚洲,https://www.itjuzi.com/investevents/1444
2012.3.1,Rui'Z睿制高端男装定制,电子商务,天使轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1618
2012.3.1,木桶网Moooton,电子商务,A轮,北京,1000万人民币,云九 九合创投,https://www.itjuzi.com/investevents/1783
2012.3.1,逛街助手,电子商务,A轮,北京,数百万美元,红杉资本中国,https://www.itjuzi.com/investevents/1801
2012.3.1,优众网,电子商务,B轮,北京,4000万美元,华威国际集团CID 集富亚洲JAFCO IDG资本 光速安振,https://www.itjuzi.com/investevents/1864
2012.3.1,安沃传媒Adwo,广告营销,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/1894
2012.3.1,钛金骑士,游戏,天使轮,北京,数百万人民币,阿米巴资本,https://www.itjuzi.com/investevents/1941
2012.3.1,Vericant维立克教育,教育,天使轮,北京,数十万美元,AngelVest天使谷,https://www.itjuzi.com/investevents/2022
2012.3.1,看球啦,体育运动,天使轮,北京,数百万人民币,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/2159
2012.3.1,微宝贝,教育,天使轮,北京,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/2221
2012.3.1,中彩汇,文化娱乐,A轮,北京,数千万人民币,奇虎360,https://www.itjuzi.com/investevents/2229
2012.3.1,享买,电子商务,天使轮,北京,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/2233
2012.3.1,安卓壁纸,工具软件,天使轮,北京,数百万人民币,中国平安(平安创新投),https://www.itjuzi.com/investevents/2259
2012.3.1,刷机大师,工具软件,A轮,广东,600万人民币,腾讯,https://www.itjuzi.com/investevents/2476
2012.3.1,北京星元素网络,游戏,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/2597
2012.3.1,迅雷网络,文化娱乐,E轮,广东,5000万美元,投资方未透露,https://www.itjuzi.com/investevents/2649
2012.3.1,Donews斗牛士网络,文化娱乐,A轮,北京,数千万人民币,人人公司 乐视网 国泰创投,https://www.itjuzi.com/investevents/2905
2012.3.1,魅力惠,电子商务,B轮,上海,2800万美元,投资方未透露,https://www.itjuzi.com/investevents/2947
2012.2.24,安心公寓,房产服务,种子轮,上海,未透露,seedvc,https://www.itjuzi.com/investevents/15126
2012.2.20,成都恒图科技,文化娱乐,A轮,四川,数千万人民币,君联资本 联想之星 联想创投集团(乐基金),https://www.itjuzi.com/investevents/592
2012.2.16,应用汇Appchina.com,工具软件,A轮,北京,4000万人民币,芳晟股权投资基金 创新工场,https://www.itjuzi.com/investevents/570
2012.2.14,诺正通,企业服务,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/6699
2012.2.14,途虎养车网,汽车交通,天使轮,上海,数百万人民币,原子创投,https://www.itjuzi.com/investevents/7574
2012.2.12,ZEPP,硬件,天使轮,北京,数百万人民币,九合创投,https://www.itjuzi.com/investevents/1192
2012.2.1,进步思创Astepgame,游戏,A轮,北京,数千万人民币,腾讯,https://www.itjuzi.com/investevents/14464
2012.2.1,热酷Rekoo,游戏,B轮,北京,数千万美元,腾讯,https://www.itjuzi.com/investevents/412
2012.2.1,耶客网络,电子商务,B轮,上海,数百万美元,IDG资本 顺为基金,https://www.itjuzi.com/investevents/1220
2012.2.1,开吃吧,本地生活,天使轮,北京,100万人民币,投资方未透露,https://www.itjuzi.com/investevents/4424
2012.2.1,轻笔记,工具软件,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/386
2012.2.1,美餐网,本地生活,天使轮,北京,未透露,真格基金 九合创投,https://www.itjuzi.com/investevents/516
2012.2.1,艺点儿,文化娱乐,天使轮,北京,数百万人民币,PreAngel 青松基金,https://www.itjuzi.com/investevents/556
2012.2.1,帮5买,电子商务,A轮,上海,710万美元,投资方未透露,https://www.itjuzi.com/investevents/813
2012.2.1,U医U药,医疗健康,A轮,上海,数百万人民币,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/858
2012.2.1,观众天下,社交网络,A轮,上海,数百万人民币,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/859
2012.2.1,明道,企业服务,天使轮,上海,数百万人民币,挚信资本,https://www.itjuzi.com/investevents/863
2012.2.1,云联,企业服务,B轮,北京,数千万美元,英特尔投资Intel Capital 软银中国,https://www.itjuzi.com/investevents/1191
2012.2.1,超好玩,游戏,天使轮,广东,数百万人民币,极客帮创投,https://www.itjuzi.com/investevents/1216
2012.2.1,成都云创新Meet Studio,文化娱乐,天使轮,四川,数百万人民币,云九,https://www.itjuzi.com/investevents/1294
2012.2.1,微梦广告,广告营销,天使轮,北京,数十万美元,Cherubic Ventures心元资本,https://www.itjuzi.com/investevents/1469
2012.2.1,四叶新媒体,文化娱乐,A轮,上海,数百万人民币,经纬中国,https://www.itjuzi.com/investevents/1573
2012.2.1,米途订酒店,旅游,天使轮,北京,数百万人民币,艺龙旅行网,https://www.itjuzi.com/investevents/2044
2012.2.1,钻石星辰科技,游戏,天使轮,北京,数百万人民币,乐搏资本,https://www.itjuzi.com/investevents/2367
2012.2.1,蓝色火焰,文化娱乐,B轮,广东,亿元及以上人民币,云锋基金 东方富海,https://www.itjuzi.com/investevents/2890
2012.2.1,PeakLabs,工具软件,天使轮,北京,数百万人民币,真格基金 红杉资本中国,https://www.itjuzi.com/investevents/3347
2012.1.31,群核云计算,企业服务,天使轮,浙江,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/3245
2012.1.31,家加简减,房产服务,天使轮,上海,数十万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/3401
2012.1.31,宣合游戏,游戏,A轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/6960
2012.1.29,91金融超市,金融,天使轮,北京,数百万人民币,经纬中国 九合创投 蓝驰创投,https://www.itjuzi.com/investevents/1249
2012.1.26,创业黑马(i黑马),文化娱乐,A轮,北京,数千万人民币,盛大集团,https://www.itjuzi.com/investevents/15836
2012.1.23,饭后科技(饭后游戏),游戏,B轮,广东,数千万人民币,腾讯,https://www.itjuzi.com/investevents/14463
2012.1.23,爱摄汇,工具软件,A轮,北京,1000万人民币,CA创投 君联资本,https://www.itjuzi.com/investevents/1832
2012.1.23,Molbase摩贝网,电子商务,天使轮,上海,数百万人民币,德沃基金,https://www.itjuzi.com/investevents/2065
2012.1.22,优扬传媒UYOUNG,文化娱乐,A轮,北京,数千万人民币,腾讯,https://www.itjuzi.com/investevents/14417
2012.1.18,百思不得姐,文化娱乐,天使轮,北京,数百万人民币,科冕木业(天神娱乐),https://www.itjuzi.com/investevents/16286
2012.1.18,点乐广告平台,广告营销,天使轮,北京,数百万人民币,联想之星 联想创投集团(乐基金),https://www.itjuzi.com/investevents/4076
2012.1.18,ECOVACS科沃斯机器人,硬件,A轮,江苏,数千万美元,IDG资本,https://www.itjuzi.com/investevents/6715
2012.1.17,道有道,广告营销,天使轮,北京,数百万人民币,易一天使,https://www.itjuzi.com/investevents/6735
2012.1.17,爱星迹(饭团),文化娱乐,A轮,北京,1000万人民币,CA创投 君联资本,https://www.itjuzi.com/investevents/12723
2012.1.16,漫博客er\魔漫相机,文化娱乐,天使轮,北京,数百万人民币,PartnerAngel伙伴创投戴志康 紫辉创投,https://www.itjuzi.com/investevents/1709
2012.1.14,点我吧,本地生活,A轮,上海,200万美元,戈壁投资,https://www.itjuzi.com/investevents/220
2012.1.13,AdTime泰一指尚,广告营销,A轮,浙江,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/906
2012.1.13,AngelCrunch天使汇,金融,天使轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/917
2012.1.13,ZAKER扎客,文化娱乐,B轮,广东,1000万美元,君联资本,https://www.itjuzi.com/investevents/1407
2012.1.13,关系网,社交网络,天使轮,上海,数百万人民币,AngelVest天使谷 九盈投资,https://www.itjuzi.com/investevents/2020
2012.1.13,wPay微派支付,金融,天使轮,江苏,数百万人民币,合力投资,https://www.itjuzi.com/investevents/2811
2012.1.13,搜价易,电子商务,天使轮,上海,数百万人民币,九盈投资,https://www.itjuzi.com/investevents/6538
2012.1.13,半米游戏,游戏,天使轮,上海,数百万人民币,原子创投,https://www.itjuzi.com/investevents/7573
2012.1.12,创世联科,企业服务,A轮,北京,数百万人民币,联想创投集团(乐基金),https://www.itjuzi.com/investevents/6308
2012.1.12,合合信息,工具软件,B轮,上海,数千万人民币,东方富海 经纬中国,https://www.itjuzi.com/investevents/2208
2012.1.12,挂号网-微医集团,医疗健康,B轮,浙江,数千万美元,晨兴资本,https://www.itjuzi.com/investevents/2876
2012.1.12,上海汇纳科技Winner,企业服务,B轮,上海,数千万美元,红杉资本中国,https://www.itjuzi.com/investevents/3628
2012.1.7,优通科技-花花美屏,企业服务,天使轮,江苏,数百万人民币,A8音乐,https://www.itjuzi.com/investevents/4660
2012.1.6,韩都衣舍,电子商务,B轮,山东,数千万美元,云锋基金,https://www.itjuzi.com/investevents/1272
2012.1.6,云诺,企业服务,天使轮,上海,数百万人民币,合力投资 创业接力(创业基金会),https://www.itjuzi.com/investevents/3435
2012.1.6,美图秀秀,文化娱乐,B轮,福建,亿元及以上美元,启明创投 联创策源,https://www.itjuzi.com/investevents/3589
2012.1.6,夸氪金融,金融,天使轮,上海,数百万人民币,蓝驰创投,https://www.itjuzi.com/investevents/9850
2012.1.5,火烈鸟果盘游戏,游戏,天使轮,广东,300万人民币,触控科技,https://www.itjuzi.com/investevents/15251
2012.1.4,乐动卓越LOCOJOY-我叫MT,游戏,A轮,北京,500万美元,君联资本,https://www.itjuzi.com/investevents/483
2012.1.4,友加,社交网络,A轮,上海,500万美元,金沙江创投 点亮资本,https://www.itjuzi.com/investevents/544
2012.1.1,常青藤家教网,教育,A轮,北京,数百万美元,经纬中国,https://www.itjuzi.com/investevents/694
2012.1.1,生活半径,本地生活,天使轮,北京,数百万人民币,戈壁投资,https://www.itjuzi.com/investevents/1515
2012.1.1,格致璞Gozap,工具软件,A轮,北京,数百万美元,挚信资本,https://www.itjuzi.com/investevents/2475
2012.1.1,华院数据,企业服务,A轮,上海,未透露,红杉资本中国,https://www.itjuzi.com/investevents/12358
2012.1.1,蘑菇街(美丽联合集团),电子商务,A轮,浙江,数千万美元,启明创投 贝塔斯曼亚洲投资基金,https://www.itjuzi.com/investevents/25
2012.1.1,简网指阅,文化娱乐,B轮,北京,数百万美元,凯旋创投 启明创投,https://www.itjuzi.com/investevents/696
2012.1.1,摇摇招车,汽车交通,天使轮,北京,数十万美元,真格基金,https://www.itjuzi.com/investevents/1134
2012.1.1,Blueware蓝海讯通,企业服务,A轮,北京,数百万美元,经纬中国,https://www.itjuzi.com/investevents/1188
2012.1.1,乐淘网,电子商务,D轮,北京,3000万美元,顺为基金 德同资本,https://www.itjuzi.com/investevents/1540
2012.1.1,车品汇,汽车交通,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/2142
2012.1.1,Eyesmart释码大华科技,工具软件,A轮,北京,数千万人民币,力合清源 上海致景投资,https://www.itjuzi.com/investevents/2586
2012.1.1,华医网,教育,B轮,北京,数千万人民币,天堂硅谷,https://www.itjuzi.com/investevents/2836
2012.1.1,ANE安能物流,物流,天使轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/3622
2012.1.1,Camigo Media卡迷果,游戏,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/3721
